"key","message","comment","context"
"All connector mappers","Todos connector mappers","",""
"All day","Todos Día","",""
"All events","Todos events","",""
"All my calendars","Todos my calendars","",""
"All permissions","Todos Permisos","",""
"All permissions' objects seem to be good.","Todos Permisos' objects seem to be good.","",""
"All prospects","Todos prospects","",""
"All prospects and clients","Todos prospects y clients","",""
"All suppliers","Todos Proveedores","",""
"All tasks","Todos Tareas","",""
"All teams","Todos teams","",""
"All users","Todos Usuarios","",""
"Allow notifications to be sent by email","Allow Notificaciones to be sent by Correo electrónico","",""
"Allow the user to apply a global discount on a sale order or invoice. Global discount and discount per line are not cumulative.","Allow the user to apply a global discount on a sale order or invoice. Global discount and discount per line are not cumulative.","",""
"Allow to force purchases quantities","Allow to force purchases quantities","",""
"Allow to force sales quantities","Allow to force sales quantities","",""
"Allows QAS to externally verify address formatting.","Allows QAS to externally verify Dirección formatting.","",""
"Allows activating subsidiary management on partners, and thus defining a parent company / subsidiary relationship. On a parent company partner, the list of its subsidiaries appears.","Allows activating subsidiary management on partners, and thus defining a parent company / subsidiary relationship. On a parent company partner, the list of its subsidiaries appears.","",""
"Allows activating team management in the Team Work module.","Allows activating Equipo management in the Equipo Work module.","",""
"Allows activating the Calendar menu visible in the left menu which allows the user to view their events and CRM events.","Allows activating the Calendario Menú visible in the left Menú which allows the Usuario to Ver their events y CRM events.","",""
"Allows activating the ability to send emails from Axelor.","Allows activating the ability to Enviar emails Desde Axelor.","",""
"Allows changing the current date when on a testing environment for running tests.","Allows changing the current Fecha when on a testing environment para running tests.","",""
"Allows configuring traceability of actions performed on a field of a given object, in creation, deletion, update, export, and read.","Allows configuring traceability of actions performed on a field of a given object, in creation, deletion, update, export, and read.","",""
"Allows defining a default localization composed of a language, date format, and number format when creating a partner. This is the language and the date/number formats of documents that will be generated for this partner: quotations, purchase orders, invoices, delivery notes, etc.","Allows defining a default localization composed of a language, date format, and number format when creating a partner. This is the language and the date/number formats of documents that will be generated for this partner: quotations, purchase orders, invoices, delivery notes, etc.","",""
"Allows defining a prefix for sequences in draft status. The default value is #.","Allows defining a prefix para Secuencias in Borrador Estado. The Por defecto value is #.","",""
"Allows defining an email template that will be sent to users when they receive a Messenger notification.","Allows defining an Correo electrónico Plantilla that will be sent to Usuarios when they receive a Messenger Notificación.","",""
"Allows defining by default the number of daily work hours when creating a new employee (field visible in the employment contract tab - contractual information).","Allows defining by default the number of daily work hours when creating a new employee (field visible in the employment contract tab - contractual information).","",""
"Allows defining different email templates for Messenger notifications depending on the source object of the notification (for example a quotation, an invoice, etc.).","Allows defining different email templates for Messenger notifications depending on the source object of the notification (for example a quotation, an invoice, etc.).","",""
"Allows defining the default barcode type. If the Edit product barcode type option is unchecked, this will be the default type for products. If the option is unchecked, this will be the default type but it can be modified on the product form. The field can be left empty, but it will need to be filled manually on the product form.","Allows defining the default barcode type. If the Edit product barcode type option is unchecked, this will be the default type for products. If the option is unchecked, this will be the default type but it can be modified on the product form. The field can be left empty, but it will need to be filled manually on the product form.","",""
"Allows defining the default product sequence.","Allows defining the Por defecto Producto Secuencia.","",""
"Allows defining the default time entry unit for employees on timesheets. This default value can then be defined per employee on their form, in the timesheets tab.","Allows defining the default time entry unit for employees on timesheets. This default value can then be defined per employee on their form, in the timesheets tab.","",""
"Allows defining the default unit for days in the software. Logically set the value to Day.","Allows defining the Por defecto Unidad para days in the software. Logically set the value to Día.","",""
"Allows defining the default unit for hours in the software. Logically set the value to Hour.","Allows defining the Por defecto Unidad para hours in the software. Logically set the value to Hora.","",""
"Allows defining the default unit for minutes in the software. Logically set the value to Minute.","Allows defining the Por defecto Unidad para minutes in the software. Logically set the value to Minuto.","",""
"Allows defining the number of decimal places for quantities.","Allows defining the Número de decimal places para quantities.","",""
"Allows defining the number of decimal places for tax rates.","Allows defining the Número de decimal places para Impuesto rates.","",""
"Allows defining the number of decimal places for unit prices.","Allows defining the Número de decimal places para Unidad prices.","",""
"Allows exporting dates by calculating the difference with the export date. During import, the data will be updated based on the import date and the previously saved offset.","Allows exporting dates by calculating the difference with the export date. During import, the data will be updated based on the import date and the previously saved offset.","",""
"Allows generating a barcode on the product form.","Allows generating a barcode on the Producto Formulario.","",""
"Allows indicating whether you want to manage sequences per product or per product category. If per product, the sequence will increment with each product creation regardless of category. If per category, different sequences can be defined per product category, and the product number will depend on the sequence defined at its category level.","Allows indicating whether you want to manage sequences per product or per product category. If per product, the sequence will increment with each product creation regardless of category. If per category, different sequences can be defined per product category, and the product number will depend on the sequence defined at its category level.","",""
"Allows managing multiple companies on a single instance.","Allows managing multiple Empresas on a single instance.","",""
"Alpha-2 code (ISO)","Alpha-2 Código (ISO)","",""
"Alpha-3 code (ISO)","Alpha-3 Código (ISO)","",""
"Alternative barcode","Alternative barcode","",""
"Alternative barcode type","Alternative barcode Tipo","",""
"Alternative barcode types","Alternative barcode types","",""
"Alternative barcodes","Alternative barcodes","",""
"Alternative logos","Alternative logos","",""
"Always A.T.I.","Always A.T.I.","",""
"Always W.T.","Always W.T.","",""
"America/New_York","America/New_York","",""
"Amount/%","Monto/%","",""
"An error occured while executing '%s'.","An error occured while executing '%s'.","",""
"An error occurred while generating the address template: '%s'","An error occurred while generating the address template: '%s'","",""
"An error occurred while generating the address template: '%s' - '%s'","An error occurred while generating the address template: '%s' - '%s'","",""
"An error occurred while generating the sequence. Please check the configuration.","Ocurrió un Error while generating the Secuencia. Please Verificar the Configuración.","",""
"An error occurred, please check your configuration.","Ocurrió un Error, please Verificar your Configuración.","",""
"Analysis is already on going.","Analysis is already on going.","",""
"Analytics","Analytics","",""
"Analyzing","Analyzing","",""
"Anomalies","Anomalies","",""
"Anomaly","Anomaly","",""
"App","App","",""
"App base","App base","",""
"Applicable dates","Applicable dates","",""
"Application Config","Application Config","",""
"Application begin date","Application begin Fecha","",""
"Application end date","Application Fecha de fin","",""
"Application start Date","Application Fecha de inicio","",""
"Application type","Application Tipo","",""
"Apply","Aplicar","",""
"Apply modifications to next tasks","Aplicar modifications to Siguiente Tareas","",""
"Apply on","Aplicar on","",""
"Apply pricings","Aplicar pricings","",""
"Apps management","Apps management","",""
"April","April","",""
"Archive","Archivar","",""
"Archived","Archivado","",""
"Are you sure to replace ?","¿Está seguro to replace ?","",""
"Are you sure you want to run the analysis ? It can take a long time.","¿Está seguro you want to Ejecutar the analysis ? It can take a long time.","",""
"Are you sure you want to start the import?","¿Está seguro you want to Iniciar the Importar?","",""
"Area name","Area Nombre","",""
"Article dimension","Article dimension","",""
"Article volume","Article volume","",""
"Artmin","Artmin","",""
"Ascending","Ascending","",""
"Assigned to","Asignado a","",""
"Assigned to user","Asignado a Usuario","",""
"At least one iban code you have entered for this partner is not valid. Here is the list of invalid codes : %s","At least one iban code you have entered for this partner is not valid. Here is the list of invalid codes : %s","",""
"At least one of isContact, isCustomer, isSupplier or isProspect must be true.","At least one of isContact, isCustomer, isSupplier or isProspect debe ser true.","",""
"Attach","Attach","",""
"Attach to model","Attach to model","",""
"Attached files","Attached files","",""
"Attached partners","Attached Socios/Contactos","",""
"Attachment directory OR Application source does not exist","Adjunto directory OR Application Origen no existe","",""
"Attachments","Adjuntos","",""
"Attachments must be in zip format","Adjuntos debe ser in Código postal format","",""
"Attempted to get a field from product '%s' but forgot to specify which field.","Attempted to get a field from product '%s' but forgot to specify which field.","",""
"Attempted to get field '%s' for unspecified product.","Attempted to get field '%s' for unspecified product.","",""
"Attendees","Attendees","",""
"Attributes","Attributes","",""
"Attrs","Attrs","",""
"August","August","",""
"Authentication failed.","Authentication failed.","",""
"Authorization","Authorization","",""
"Authorization details","Authorization Detalles","",""
"Auto","Auto","",""
"Auto import","Auto Importar","",""
"Availability","Availability","",""
"Available","Disponible","",""
"Available stock","Disponible Stock/Inventario","",""
"Average Price","Average Precio","",""
"BBAN","BBAN","",""
"BBan Key","BBan Key","",""
"BIC","BIC","",""
"BIC (Bank Identifier)","BIC (Banco Identifier)","",""
"BIRT printings","BIRT printings","",""
"BIRT template file","BIRT Plantilla file","",""
"BIRT templates","BIRT Plantillas","",""
"Back","Volver","",""
"Backup","Backup","",""
"Backup Created","Backup Creado","",""
"Backup File","Backup File","",""
"Backup On","Backup On","",""
"Backup Restore Error","Backup Restore Error","",""
"Backup Restored","Backup Restored","",""
"Bad header row:","Bad header row:","",""
"Bad import file","Bad Importar file","",""
"Bad request please check api configuration information.","Bad request please Verificar api Configuración Información.","",""
"Bad request please check credentials.","Bad request please Verificar credentials.","",""
"Balance","Saldo","",""
"Bank","Banco","",""
"Bank Code","Banco Código","",""
"Bank Details","Banco Detalles","",""
"Bank Details list","Banco Detalles Lista","",""
"Bank Identifier Code","Banco Identifier Código","",""
"Bank Identifier Codes","Banco Identifier Codes","",""
"Bank Name","Banco Nombre","",""
"Bank accounts","Cuentas bancarias","",""
"Bank card","Banco card","",""
"Bank cards","Banco cards","",""
"Bank detail filters","Banco detail filters","",""
"Bank details","Banco Detalles","",""
"Bank details tree","Banco Detalles Árbol","",""
"Bank payment config","Banco Pago config","",""
"Barcode","Barcode","",""
"Barcode Type","Barcode Tipo","",""
"Barcode format not supported","Barcode format no supported","",""
"Barcode type configuration","Barcode Tipo Configuración","",""
"Barcode type configurations","Barcode Tipo configurations","",""
"Base","Base","",""
"Base Batch","Base Lote de proceso","",""
"Base batch","Base Lote de proceso","",""
"Base batch filters","Base Lote de proceso filters","",""
"Base batches","Base batches","",""
"Based on","Based on","",""
"Basic overview","Básico Resumen General","",""
"Batch","Lote de proceso","",""
"Batch %s is now finished","Batch %s is now finished","",""
"Batch %s unknown","Batch %s unknown","",""
"Batch code","Lote de proceso Código","",""
"Batch execution is now finished","Lote de proceso execution is now finished","",""
"Batch report:","Lote de proceso Reporte:","",""
"Batch size used when reading data. Allows you to optimize performance based on database volume.","Lote de proceso size used when reading data. Allows you to optimize performance based on database volume.","",""
"Batch type","Lote de proceso Tipo","",""
"Batches","Batches","",""
"Batches dashboard","Batches Panel de control","",""
"Batchs","Batchs","",""
"Be aware that the address is already in use on other documents, do you still want to modify it ?","Be aware that the Dirección is already in use on Otro documents, do you still want to modify it ?","",""
"Bean is not an instance of","Bean is no an instance of","",""
"BigDecimal","BigDecimal","",""
"Bill of materials","Lista de materiales","",""
"Binding","Binding","",""
"Binding file","Binding file","",""
"Birt","Birt","",""
"Birt Template","Birt Plantilla","",""
"Birt Template parameter","Birt Plantilla parameter","",""
"Birt Template parameters","Birt Plantilla parameters","",""
"Birt Templates","Birt Plantillas","",""
"Birt printing wizard","Birt printing wizard","",""
"Birt template","Birt Plantilla","",""
"Block until","Block until","",""
"Blocked","Blocked","",""
"Blocking","Blocking","",""
"Blocking Type","Blocking Tipo","",""
"Blocking done by","Blocking Completado by","",""
"Blocking follow-up List","Blocking follow-up Lista","",""
"Blocking reason","Blocking reason","",""
"Blocking reasons","Blocking reasons","",""
"Blockings","Blockings","",""
"Boolean","Boolean","",""
"Both currencies must be saved before currency rate apply","Both currencies debe ser Guardado before Moneda Tasa Aplicar","",""
"Box","Box","",""
"Branch Identifier (Branch Code)","Branch Identifier (Branch Código)","",""
"Building","Building","",""
"Building number","Building Número","",""
"Business Party Prefix (Bank Code)","Business Party Prefix (Banco Código)","",""
"Business Party Suffix (Location Code)","Business Party Suffix (Ubicación Código)","",""
"Busy","Busy","",""
"Button in top menu","Button in top Menú","",""
"Buy","Buy","",""
"Buy and produce","Buy y produce","",""
"By activating multi-bank management, a new Company bank details field is added on quotations, invoices, and accounting entries, giving the possibility to choose the bank on each of these forms. This feature is useful if you have multiple banks/bank accounts.","By activating multi-bank management, a new Company bank details field is added on quotations, invoices, and accounting entries, giving the possibility to choose the bank on each of these forms. This feature is useful if you have multiple banks/bank accounts.","",""
"By activating this option, then all related printed document will automatically be attached on dms","By activating this option, then Todos related printed document will automatically be attached on dms","",""
"By default, filename will be the name of the printing template. Activate this option to define the filename using a groovy template.","By default, filename will be the name of the printing template. Activate this option to define the filename using a groovy template.","",""
"CALENDAR_SERVER","CALENDAR_SERVER","",""
"CGP","CGP","",""
"CHANDLER","CHANDLER","",""
"CID","CID","",""
"CLP","CLP","",""
"CLP code","CLP Código","",""
"CODABAR","CODABAR","",""
"CODE_128","CODE_128","",""
"CODE_39","CODE_39","",""
"COG","COG","",""
"CONFIRMED reservations older than this period can be deleted. Default is 30 days.","Confirmado reservations older than this Período can be Eliminado. Por defecto is 30 days.","",""
"CREATE","Crear","",""
"CRM config","CRM config","",""
"CSV","CSV","",""
"CSV Backup Fetch Limit","CSV Backup Fetch Limit","",""
"CSV File","CSV File","",""
"Calculation method","Calculation method","",""
"Calendar","Calendario","",""
"Calendar Configurations","Calendario Configurations","",""
"Calendar User","Calendario Usuario","",""
"Calendar Users","Calendario Usuarios","",""
"Calendar configuration","Calendario Configuración","",""
"Calendar configuration not valid","Calendario Configuración no Válido","",""
"Calendar configurations","Calendario configurations","",""
"Calendar permission","Calendario Permiso","",""
"Calendar permissions","Calendario Permisos","",""
"Calendar synchronization","Calendario synchronization","",""
"Calendars","Calendars","",""
"Calendars Configuration","Calendars Configuración","",""
"Calendars are empty, there is no event to synchronize.","Calendars are empty, there is no Evento to synchronize.","",""
"Calendars permissions","Calendars Permisos","",""
"Call","Llamada","",""
"Caller Class","Caller Class","",""
"Caller Field","Caller Field","",""
"Calling code","Calling Código","",""
"Calling the Sirene API will fill following partner fields: Name, First name, Title, Type, Tax number, Category, Main activity, Address.","Calling the Sirene API will fill following partner fields: Name, First name, Title, Type, Tax number, Category, Main activity, Address.","",""
"Can be used in order to keep a fixed reference to update the current existing database. Not required for loading into another database.","Can be used in order to keep a fixed reference to update the current existing database. Not required for loading into another database.","",""
"Can not find object.","Can no find object.","",""
"Can't generate draft sequence number on an unsaved record.","Can't Generar Borrador Secuencia Número on an unsaved record.","",""
"Cancel Reason","Cancelar Reason","",""
"Cancel Reasons","Cancelar Reasons","",""
"Cancel reason filters","Cancelar reason filters","",""
"Cannot get information with siret: %s .","Cannot get information with siret: %s .","",""
"Canton","Canton","",""
"Canton Code","Canton Código","",""
"Cantons","Cantons","",""
"Can’t convert into an individual partner from scratch.","Can’t convert into an individual Socio/Contacto Desde scratch.","",""
"Card content","Card content","",""
"Carrier","Transportista","",""
"Cash","Efectivo","",""
"Catalog","Catalog","",""
"Categories tree","Categories Árbol","",""
"Categorization","Categorization","",""
"Category","Categoría","",""
"Cause","Cause","",""
"Center","Center","",""
"Certificate","Certificate","",""
"Change password","Change password","",""
"Change password?","Change password?","",""
"Changing manually the end date of a sequence which reset yearly or monthly could break the sequence system.","Changing manually the Fecha de fin of a Secuencia which Restablecer yearly or monthly could break the Secuencia system.","",""
"Characteristics","Characteristics","",""
"Chart","Gráfico","",""
"Check","Verificar","",""
"Check Duplicate","Verificar Duplicar","",""
"Check all error first","Verificar Todos Error first","",""
"Check duplicate","Verificar Duplicar","",""
"Check duplicate registration","Verificar Duplicar registration","",""
"Check existing sequence on generation","Verificar existing Secuencia on generation","",""
"Check faker method","Verificar faker method","",""
"Check log file in tabs configuration","Verificar Registro file in tabs Configuración","",""
"Check permissions' objects","Verificar Permisos' objects","",""
"Check that if files should be imported from a connector","Verificar that if files should be imported Desde a connector","",""
"Check the MetaField","Verificar the MetaField","",""
"Check the MetaModel","Verificar the MetaModel","",""
"Checked","Checked","",""
"Cheque","Cheque","",""
"Choose","Choose","",""
"Cities","Cities","",""
"Citizenship","Citizenship","",""
"City","Ciudad","",""
"City import completed","Ciudad Importar completed","",""
"City zip is different from address zip","Ciudad Código postal is different Desde Dirección Código postal","",""
"Civil Year","Civil Año","",""
"Civil year already exist for ${com.axelor.i18n.L10n.getInstance().format(fromDate)} and ${com.axelor.i18n.L10n.getInstance().format(toDate)}.","Civil year already exist for ${com.axelor.i18n.L10n.getInstance().format(fromDate)} and ${com.axelor.i18n.L10n.getInstance().format(toDate)}.","",""
"Civility","Civility","",""
"Class","Class","",""
"Class name","Class Nombre","",""
"Classes and products","Classes y Productos","",""
"Classic products","Classic Productos","",""
"Classification","Classification","",""
"Classification param 1","Classification param 1","",""
"Classification param 2","Classification param 2","",""
"Classification param 3","Classification param 3","",""
"Classification param 4","Classification param 4","",""
"Classification rule 1","Classification rule 1","",""
"Classification rule 2","Classification rule 2","",""
"Classification rule 3","Classification rule 3","",""
"Classification rule 4","Classification rule 4","",""
"Classification rule used: %s","Classification rule used: %s","",""
"Clean logs manually","Clean logs manually","",""
"Clear selection","Limpiar selection","",""
"Client","Client","",""
"Client ID","Client ID","",""
"Client portal access","Client portal access","",""
"Client situation template","Client situation Plantilla","",""
"ClientSituation.12MonthTurnover","12 Mth Turnover","",""
"ClientSituation.address","Dirección","",""
"ClientSituation.amountRemainingToOrder","Monto remaining to Orden","",""
"ClientSituation.avgOrderAmt","Aver. Orden Amt","",""
"ClientSituation.commercialData","Commercial data","",""
"ClientSituation.contact","Contacto","",""
"ClientSituation.contacts","Contactos","",""
"ClientSituation.custRef","Cust. Ref.","",""
"ClientSituation.date","Fecha","",""
"ClientSituation.deliveryStockMoves","Entrega Stock/Inventario Asientos","",""
"ClientSituation.dueBalance","Due Saldo","",""
"ClientSituation.dueDate","Fecha de vencimiento","",""
"ClientSituation.dueDateTerm","Fecha de vencimiento Term","",""
"ClientSituation.email","Correo electrónico","",""
"ClientSituation.financialData","Financial Data","",""
"ClientSituation.fixedPhone","Fixed Teléfono","",""
"ClientSituation.followedBy","Followed by","",""
"ClientSituation.function","Function","",""
"ClientSituation.invoices","Facturas","",""
"ClientSituation.lastCall","Last Llamada","",""
"ClientSituation.lastMeetingDate","Last Reunión Fecha","",""
"ClientSituation.lastOrder","Last Orden","",""
