"key","message","comment","context"
"12 - Bank order currency","12 - Moneda de la orden bancaria",,
"13 - Total","13 - Total",,
"14 - Sender bank details type","14 - Tipo de datos bancarios del emisor",,
"15 - Sender bank details IBAN","15 - IBAN de datos bancarios del emisor",,
"16 - Bank order currency","16 - Moneda de la orden bancaria",,
"16 - Economic reason code","16 - Código de motivo económico",,
"17-3 - File format qualifying date","17-3 - Fecha calificadora del formato de archivo",,
"18 - Order debit type index","18 - Índice de tipo de débito de orden",,
"18 - Payment mode select","18 - Selección de modo de pago",,
"19 - Fees imputation mode","19 - Modo de imputación de comisiones",,
"19 - Order index type","19 - Tipo de índice de orden",,
"20 - Bank order date","20 - Fecha de la orden bancaria",,
"21 - Currency","21 - Moneda",,
"24-1 - Qualifying of date","24-1 - Calificador de fecha",,
"24-2 - Date","24-2 - Fecha",,
"25 - Currency","25 - Moneda",,
"4 - Bank details type","4 - Tipo de datos bancarios",,
"4 - Bank name","4 - Nombre del banco",,
"4 - Generation date","4 - Fecha de generación",,
"4-1 - Payment Reason 1","4-1 - Motivo de pago 1",,
"4-2 - Payment Reason 2","4-2 - Motivo de pago 2",,
"4-3 - Payment Reason 3","4-3 - Motivo de pago 3",,
"4-4 - Payment Reason 4","4-4 - Motivo de pago 4",,
"5 - Bank address","5 - Dirección del banco",,
"5 - Bank details IBAN","5 - IBAN de datos bancarios",,
"5 - Sender company","5 - Empresa emisora",,
"6 - Bank code","6 - Código bancario",,
"6 - Bank details owner name","6 - Nombre del titular de los datos bancarios",,
"6 - Registration code","6 - Código de registro",,
"6 - Sender address","6 - Dirección del emisor",,
"7 - Country code","7 - Código de país",,
"7 - Registration code","7 - Código de registro",,
"7 - Sequence","7 - Secuencia",,
"8 - Sequence","8 - Secuencia",,
"9 - Bank details type","9 - Tipo de datos bancarios",,
"9 - Country code","9 - Código de país",,
"9-1 - Special instructions 1","9-1 - Instrucciones especiales 1",,
"9-2 - Special instructions 2","9-2 - Instrucciones especiales 2",,
"9-3 - Special instructions 3","9-3 - Instrucciones especiales 3",,
"A - Register code","A - Código de registro",,
"A bank order %s already exist for the invoice %s.","Ya existe una orden bancaria %s para la factura %s.",,
"Acceptance code per recipient line","Código de aceptación por línea de destinatario",,
"Accepted Bank Details Identifiers","Identificadores de datos bancarios aceptados",,
"Accepted LCR","LCR aceptado",,
"Account balance","Saldo de cuenta",,
"Account management is missing.","Falta la gestión de cuentas.",,
"Account management list","Lista de gestión de cuentas",,
"Accounting","Contabilidad",,
"Accounting Dashboard","Panel de contabilidad",,
"Accounting Dashboard with invoice terms","Panel de contabilidad con condiciones de factura",,
"Accounting Move Line(s) to reconcile","Línea(s) de asiento contable a conciliar",,
"Accounting auto","Contabilidad automática",,
"Accounting details","Detalles contables",,
"Accounting information","Información contable",,
"Accounting move trigger select","Selección de disparador de asiento contable",,
"Accounting settings","Configuración contable",,
"Accounting.Account","Cuenta",,
"Action","Acción",,
"Active","Activo",,
"Additional information","Información adicional",,
"Allow orders with a transfer currency different from bank details currency","Permitir órdenes con una moneda de transferencia diferente a la moneda de los datos bancarios",,
"Already accounted","Ya contabilizado",,
"Already reconciled","Ya conciliado",,
"Amount Rejected","Importe rechazado",,
"Amount in transfer's currency","Importe en la moneda de la transferencia",,
"Amount of the semi-interval of confidence for the amounts","Importe del semintervalo de confianza para los importes",,
"Amount remaining to reconcile","Importe pendiente de conciliar",,
"Amount value of a bank order line is not valid","El importe de una línea de orden bancaria no es válido",,
"Amount value of the bank order is not valid","El importe de la orden bancaria no es válido",,
"Analytic","Analítico",,
"Analytic distribution template","Plantilla de distribución analítica",,
"Anomaly has been detected during file generation for bank order %s","Se ha detectado una anomalía durante la generación del archivo para la orden bancaria %s",,
"Anomaly has been detected during file generation for the additional detail record of the bank order line %s","Se ha detectado una anomalía durante la generación del archivo para el registro de detalle adicional de la línea de orden bancaria %s",,
"Anomaly has been detected during file generation for the beneficiary bank detail record of the bank order line %s","Se ha detectado una anomalía durante la generación del archivo para el registro de datos bancarios del beneficiario de la línea de orden bancaria %s",,
"Anomaly has been detected during file generation for the detail record of the bank order line %s","Se ha detectado una anomalía durante la generación del archivo para el registro de detalle de la línea de orden bancaria %s",,
"Anomaly has been detected during file generation for the endorsed detail record of the bank order line %s","Se ha detectado una anomalía durante la generación del archivo para el registro de detalle endosado de la línea de orden bancaria %s",,
"Anomaly has been detected during file generation for the further information detail record of the bank order line %s","Se ha detectado una anomalía durante la generación del archivo para el registro de información adicional de la línea de orden bancaria %s",,
"Anomaly has been detected during file generation for the sender record of the bank order %s","Se ha detectado una anomalía durante la generación del archivo para el registro del emisor de la orden bancaria %s",,
"Anomaly has been detected during file generation for the total record of the bank order %s","Se ha detectado una anomalía durante la generación del archivo para el registro de totales de la orden bancaria %s",,
"App","Aplicación",,
"App bank payment","Aplicación de pagos bancarios",,
"Are you sure you want merge the selected bank orders ?","¿Está seguro de que desea fusionar las órdenes bancarias seleccionadas?",,
"Arithmetic total","Total aritmético",,
"As the date of your order is in the past, it will be updated to today.","Como la fecha de su orden es anterior a hoy, se actualizará a la fecha de hoy.",,
"Assignment or pledge outside Dailly agreement","Cesión o prenda fuera del acuerdo Dailly",,
"Associated MoveLine","Línea de asiento asociada",,
"Auto accounting","Contabilidad automática",,
"Auto reconcile","Conciliación automática",,
"Automatic","Automático",,
"Automatic accounting ?","¿Contabilidad automática?",,
"Automatic pointing","Señalamiento automático",,
"Available","Disponible",,
"Awaiting signature","En espera de firma",,
"B1 - Operation code","B1 - Código de operación",,
"B2 - Numbering record","B2 - Registro de numeración",,
"B3 - Sender number","B3 - Número del emisor",,
"BOR","BOR",,
"Balance","Saldo",,
"Balance btn","Btn de saldo",,
"Balance updated date","Fecha de actualización del saldo",,
"Bank Account","Cuenta bancaria",,
"Bank Balance","Saldo bancario",,
"Bank Order","Orden bancaria",,
"Bank Order Details","Detalles de la orden bancaria",,
"Bank Order Lines","Líneas de la orden bancaria",,
"Bank Order Status","Estado de la orden bancaria",,
"Bank Order line","Línea de orden bancaria",,
"Bank Order lines","Líneas de orden bancaria",,
"Bank Orders","Órdenes bancarias",,
"Bank Orders economic reason","Motivo económico de órdenes bancarias",,
"Bank Orders economic reasons","Motivos económicos de órdenes bancarias",,
"Bank Orders file format","Formato de archivo de órdenes bancarias",,
"Bank Orders file formats","Formatos de archivo de órdenes bancarias",,
"Bank Reconciliation","Conciliación bancaria",,
"Bank Reconciliation Lines","Líneas de conciliación bancaria",,
"Bank Reconciliations","Conciliaciones bancarias",,
"Bank Statement","Extracto bancario",,
"Bank Statement / Reconciliations","Extracto bancario / Conciliaciones",,
"Bank Statement detail","Detalle del extracto bancario",,
"Bank Statement line","Línea del extracto bancario",,
"Bank Statement line print wizard","Asistente de impresión de líneas del extracto bancario",,
"Bank Statement lines","Líneas del extracto bancario",,
"Bank Statements","Extractos bancarios",,
"Bank Statements file format","Formato de archivo de extractos bancarios",,
"Bank Statements file formats","Formatos de archivo de extractos bancarios",,
"Bank accounting / reconciliation rule","Regla de contabilidad / conciliación bancaria",,
"Bank details","Datos bancarios",,
"Bank details are inactive.","Los datos bancarios están inactivos.",,
"Bank details in account management is missing.","Faltan los datos bancarios en la gestión de cuentas.",,
"Bank details is missing on invoice %s.","Faltan los datos bancarios en la factura %s.",,
"Bank details not validated","Datos bancarios no validados",,
"Bank details tree","Árbol de datos bancarios",,
"Bank order","Orden bancaria",,
"Bank order Date","Fecha de la orden bancaria",,
"Bank order amount","Importe de la orden bancaria",,
"Bank order config.","Config. de orden bancaria",,
"Bank order confirmation","Confirmación de la orden bancaria",,
"Bank order currency","Moneda de la orden bancaria",,
"Bank order due Date","Fecha de vencimiento de la orden bancaria",,
"Bank order export folder does not exist: %s","La carpeta de exportación de órdenes bancarias no existe: %s",,
"Bank order export folder path","Ruta de la carpeta de exportación de órdenes bancarias",,
"Bank order file format","Formato de archivo de la orden bancaria",,
"Bank order file formats","Formatos de archivo de la orden bancaria",,
"Bank order generation","Generación de orden bancaria",,
"Bank order line","Línea de orden bancaria",,
"Bank order realization","Realización de la orden bancaria",,
"Bank orders","Órdenes bancarias",,
"Bank orders can only be deleted at draft or canceled status.","Las órdenes bancarias solo pueden eliminarse en estado borrador o cancelado.",,
"Bank payment batch","Proceso por lotes de pagos bancarios",,
"Bank payment config (${ name })","Config. de pagos bancarios (${ name })",,
"Bank payment configuration","Configuración de pagos bancarios",,
"Bank payment configurations","Configuraciones de pagos bancarios",,
"Bank reconcile amount must be inferior or equal to credit or debit.","El importe de conciliación bancaria debe ser inferior o igual al crédito o débito.",,
"Bank reconciled amount","Importe conciliado bancario",,
"Bank reconciliation","Conciliación bancaria",,
"Bank reconciliation Line","Línea de conciliación bancaria",,
"Bank reconciliation Lines","Líneas de conciliación bancaria",,
"Bank reconciliation filters","Filtros de conciliación bancaria",,
"Bank reconciliation statement","Estado de conciliación bancaria",,
"Bank reconciliation statement template","Plantilla de estado de conciliación bancaria",,
"Bank reconciliations","Conciliaciones bancarias",,
"Bank statement","Extracto bancario",,
"Bank statement already imported. Aborted.","El extracto bancario ya ha sido importado. Operación cancelada.",,
"Bank statement details","Detalles del extracto bancario",,
"Bank statement line AFK120 filters","Filtros AFK120 de línea del extracto bancario",,
"Bank statement line print wizard","Asistente de impresión de líneas del extracto bancario",,
"Bank statement lines","Líneas del extracto bancario",,
"Bank statement lines template","Plantilla de líneas del extracto bancario",,
"Bank statement queries","Consultas de extracto bancario",,
"Bank statement query","Consulta de extracto bancario",,
"Bank statement rule","Regla de extracto bancario",,
"Bank statement rules","Reglas de extracto bancario",,
"Bank statement(s) has been removed successfully","El(los) extracto(s) bancario(s) ha(n) sido eliminado(s) correctamente",,
"Bank statements file formats","Formatos de archivo de extractos bancarios",,
"Bank to Bank Transfers","Transferencias bancarias entre cuentas",,
"Bank to bank account for external order (multiple company)","Cuenta bancaria para orden externa (múltiples empresas)",,
"Bank to bank account for internal order (unique company)","Cuenta bancaria para orden interna (empresa única)",,
"BankDetails/Payment Mode/Interbank code configuration","Configuración de datos bancarios/modo de pago/código interbancario",,
"BankOrder.partnerTypeSelect","Tipo de socio",,
"BankReconciliation.account","Cuenta",,
"BankReconciliation.amount","Importe",,
"BankReconciliation.cash_account","Cuenta de caja",,
"BankReconciliation.code","Código",,
"BankReconciliation.company","Empresa",,
"BankReconciliation.credit","Crédito",,
"BankReconciliation.currency","Moneda",,
"BankReconciliation.debit","Débito",,
"BankReconciliation.journal","Diario contable",,
"BankReconciliation.moves_unaccounted","Asientos del extracto bancario sin contabilizar",,
"BankReconciliation.name","Nombre",,
"BankReconciliation.ongoing","En curso",,
"BankReconciliation.page1Title","Líneas de asiento sin conciliar",,
"BankReconciliation.page2Title","Extracto bancario",,
"BankReconciliation.reference","Referencia",,
"BankReconciliation.report_date","Fecha",,
"BankReconciliation.report_edition_date","Fecha de edición",,
"BankReconciliation.to_date","Fecha",,
"BankReconciliation.type","Tipo",,
"BankReconciliation.unreconciled_move_lines","Líneas de asiento sin conciliar",,
"BankReconciliationStatement.SummaryTitle","Resumen",,
"BankReconciliationStatement.account","Cuenta",,
"BankReconciliationStatement.accountBalance","Saldo de cuenta",,
"BankReconciliationStatement.accountBankGap"," Diferencia cuenta-banco",,
"BankReconciliationStatement.accountCode","Código de cuenta",,
"BankReconciliationStatement.actualBalance","Saldo",,
"BankReconciliationStatement.amountRemaining","Importe pendiente",,
"BankReconciliationStatement.amountToReconcile","Importe a conciliar",,
"BankReconciliationStatement.bankBalance","Saldo bancario",,
"BankReconciliationStatement.bankDetails","Datos bancarios",,
"BankReconciliationStatement.code","Código",,
"BankReconciliationStatement.company","Empresa",,
"BankReconciliationStatement.credit","Crédito",,
"BankReconciliationStatement.currency","Moneda",,
"BankReconciliationStatement.date","Fecha",,
"BankReconciliationStatement.debit","Débito",,
"BankReconciliationStatement.description","Descripción",,
"BankReconciliationStatement.journal","Diario contable",,
"BankReconciliationStatement.journalCode","Código de diario contable",,
"BankReconciliationStatement.line","Línea",,
"BankReconciliationStatement.mainTitle","Estado de conciliación bancaria",,
"BankReconciliationStatement.name","Nombre",,
"BankReconciliationStatement.noLineFoundMessage","No se encontraron registros.",,
"BankReconciliationStatement.page1Title","Líneas de extracto bancario sin conciliar o parcialmente conciliadas",,
"BankReconciliationStatement.page2Title","Líneas de asiento sin conciliar o parcialmente conciliadas",,
"BankReconciliationStatement.reconciliationGap","Diferencia de conciliación",,
"BankReconciliationStatement.reference","Referencia",,
"BankReconciliationStatement.unreconileAccountBalance","Saldo de cuenta sin conciliar",,
"BankReconciliationStatementNew.accountingBalanceOn","SALDO CONTABLE AL",,
"BankReconciliationStatementNew.accountingExtract","EXTRACTO CONTABLE",,
"BankReconciliationStatementNew.balanceAfterReconcilation","BANCO TRAS CONCILIACIÓN",,
"BankReconciliationStatementNew.balanceExtractOn","EXTRACTO DE SALDO AL",,
"BankReconciliationStatementNew.bank","Banco",,
"BankReconciliationStatementNew.bankStatementExtract","EXTRACTO BANCARIO",,
"BankReconciliationStatementNew.comment","Comentario",,
"BankReconciliationStatementNew.correctedDateTimeLabel","conciliación corregida el",,
"BankReconciliationStatementNew.correctedUserLabel","por",,
"BankReconciliationStatementNew.from","Desde",,
"BankReconciliationStatementNew.iban","IBAN",,
"BankReconciliationStatementNew.label","Etiqueta",,
"BankReconciliationStatementNew.mainTitle","ESTADO DE CONCILIACIÓN BANCARIA AL",,
"BankReconciliationStatementNew.moveDate","Fecha de asiento",,
"BankReconciliationStatementNew.nonPostedMoveStatement","ESTADO DE ASIENTO NO CONTABILIZADO AL",,
"BankReconciliationStatementNew.operationDate","Fecha de operación",,
"BankReconciliationStatementNew.originDate","Fecha de origen",,
"BankReconciliationStatementNew.postedNbr","N° contabilizado",,
"BankReconciliationStatementNew.to","Hasta",,
"BankReconciliationStatementNew.toBeConfirmed","POR CONFIRMAR",,
"BankReconciliationStatementNew.totalGeneralBalance","SALDO GENERAL TOTAL",,
"BankReconciliationStatementNew.valueDate","Fecha valor",,
"BankStatement.Import","Importar",,
"BankStatement.accountCurrency","Moneda de la cuenta:",,
"BankStatement.bankAccount","Cuenta bancaria:",,
"BankStatement.creationDateFrom","Fecha de creación desde",,
"BankStatement.creationDateTo","hasta",,
"BankStatement.credit","Crédito",,
"BankStatement.debit","Débito",,
"BankStatement.exempt","Ex.",,
"BankStatement.finalBalance","Saldo final",,
"BankStatement.headerText","Los importes están expresados en la moneda de la cuenta bancaria.",,
"BankStatement.iban","IBAN:",,
"BankStatement.initialBalance","Saldo inicial",,
"BankStatement.label","Etiqueta",,
"BankStatement.movement","Movimiento",,
"BankStatement.operationDate","FO",,
"BankStatement.origin","Origen",,
"BankStatement.reference","Ref.",,
"BankStatement.title","Extractos bancarios",,
"BankStatement.totalOfOperations","Total de operaciones",,
"BankStatement.unavailable","No disp.",,
"BankStatement.valueDate","FV",,
"BankStatement.yes","S",,
"Batch","Lote",,
"Batch step","Paso del lote",,
"Bill of exchange bank orders sequences","Secuencias de órdenes bancarias de letras de cambio",,
"Bill of exchange data type","Tipo de datos de letra de cambio",,
"Bill of exchange generation","Generación de letra de cambio",,
"Bill of exchange receivable account","Cuenta por cobrar de letra de cambio",,
"Bill of exchanges","Letras de cambio",,
"Binding file","Archivo de vinculación",,
"By filling in this field, the selected tax will be applied to the move lines for which the tax is mandatory instead of the one filled in the configuration of the account","Al rellenar este campo, el impuesto seleccionado se aplicará a las líneas de asiento para las cuales el impuesto es obligatorio, en lugar del configurado en la cuenta",,
"C1 - Convention type","C1 - Tipo de convenio",,
"C1 - Receiver address: Number and name lane","C1 - Dirección del destinatario: Número y nombre de calle",,
"C1 - Sequence","C1 - Secuencia",,
"C1-2 - Receiver reference","C1-2 - Referencia del destinatario",,
"C2 - Company name","C2 - Nombre de la empresa",,
"C2 - Deposit date","C2 - Fecha de depósito",,
"C2 - Receiver address: City","C2 - Dirección del destinatario: Ciudad",,
"C2 - Receiver company name","C2 - Nombre de la empresa destinataria",,
"C2 - Receiver name","C2 - Nombre del destinatario",,
"C2 - Sender company name","C2 - Nombre de la empresa emisora",,
"C3 - Receiver address: ZIP code","C3 - Dirección del destinatario: Código postal",,
"C3 - Sender company name","C3 - Nombre de la empresa emisora",,
"Can't load while another reconciliation is open","No se puede cargar mientras hay otra conciliación abierta",,
"Cancel","Cancelar",,
"Cancel bill of exchange","Cancelar letra de cambio",,
"Canceled","Cancelado",,
"Cancellation of Bill of Exchange for invoice %s","Cancelación de letra de cambio para la factura %s",,
"Carried out","Ejecutado",,
"Carry out","Ejecutar",,
"Cash account","Cuenta de caja",,
"Cash out after expiration of unpaid bill's return period","Cobro tras vencimiento del período de devolución de efecto impagado",,
"Cheque","Cheque",,
"Code","Código",,
"Collection and credit lump sum after maturity","Cobro y crédito a tanto alzado tras el vencimiento",,
"Comment","Comentario",,
"Commission exemption index","Índice de exención de comisiones",,
"Company","Empresa",,
"Company bank details is missing in batch.","Faltan los datos bancarios de la empresa en el lote.",,
"Company currency","Moneda de la empresa",,
"Company currency amount","Importe en moneda de la empresa",,
"Company for which the configurations are set.","Empresa para la cual se establecen las configuraciones.",,
"Company is missing.","Falta la empresa.",,
"Compute balances","Calcular saldos",,
"Computed Balance","Saldo calculado",,
"Computed balance in accounting and Ending Balance of the statement should be equal to validate the Statement","El saldo calculado en contabilidad y el saldo final del extracto deben ser iguales para validar el extracto",,
"Confidence index","Índice de confianza",,
"Config. per country","Config. por país",,
"Confirm","Confirmar",,
"Confirm auto. the bank orders","Confirmar auto. las órdenes bancarias",,
"Confirmed","Confirmado",,
"Consolidate bank order lines per partner","Consolidar líneas de orden bancaria por socio",,
"Correct","Corregir",,
"Corrected","Corregido",,
"Corrected date time","Fecha y hora de corrección",,
"Corrected user","Usuario que corrigió",,
"Correction","Corrección",,
"Counter","Contador",,
"Counterpart account","Cuenta de contrapartida",,
"Country","País",,
"Credit","Crédito",,
"Credit Transfers","Transferencias de crédito",,
"Credit transfer bank orders sequences","Secuencias de órdenes bancarias de transferencias de crédito",,
"CreditTransferPartnerReimbursement (batch)","CreditTransferPartnerReimbursement (lote)",,
"Currency","Moneda",,
"Currency in company bank details is missing.","Falta la moneda en los datos bancarios de la empresa.",,
"Current bank statement doesn't contain a final line","El extracto bancario actual no contiene una línea final",,
"Current bank statement doesn't contain an initial line","El extracto bancario actual no contiene una línea inicial",,
"Current bank statement's initial balance does not match previous bank statement's final balance","El saldo inicial del extracto bancario actual no coincide con el saldo final del extracto bancario anterior",,
"Customer","Cliente",,
"Customer invoices","Facturas de cliente",,
"D1 - Bank address","D1 - Dirección del banco",,
"D1 - Bank domiciliation","D1 - Domiciliación bancaria",,
"D1 - Sender bank address","D1 - Dirección del banco emisor",,
"D1-1 - Bank order sequence","D1-1 - Secuencia de la orden bancaria",,
"D2-1 - Acceptation","D2-1 - Aceptación",,
"D2-1 - Entry code","D2-1 - Código de entrada",,
"D2-2 - Daily code","D2-2 - Código diario",,
"D2-3 - Currency code","D2-3 - Código de moneda",,
"D3 - Receiver bank code","D3 - Código del banco destinatario",,
"D3 - Sender bank code","D3 - Código del banco emisor",,
"D3 - Sort code","D3 - Código de clasificación",,
"D4 - Account number","D4 - Número de cuenta",,
"D4 - Receiver bank sort code","D4 - Código de clasificación del banco destinatario",,
"D4 - Sender bank sort code","D4 - Código de clasificación del banco emisor",,
"D5 - Receiver bank account number","D5 - Número de cuenta bancaria del destinatario",,
"D5 - Sender bank account number","D5 - Número de cuenta bancaria del emisor",,
"Dailly code","Código Dailly",,
"Date","Fecha",,
"Debit","Débito",,
"Decrypt and download file","Descifrar y descargar archivo",,
"Decrypt file","Descifrar archivo",,
"Decrypt file password","Contraseña para descifrar archivo",,
"Decrypt file to send","Descifrar archivo para enviar",,
"Decrypt generated file","Descifrar archivo generado",,
"Default Currency","Moneda predeterminada",,
"Default additional information","Información adicional predeterminada",,
"Default economic reason","Motivo económico predeterminado",,
"Default fees imputation","Imputación de comisiones predeterminada",,
"Default payment Mode","Modo de pago predeterminado",,
"Default receiver country","País del destinatario predeterminado",,
"Default signatory","Firmante predeterminado",,
"Delete","Eliminar",,
"Description","Descripción",,
"Description label","Etiqueta de descripción",,
"Direct Debits","Domiciliaciones bancarias",,
"Direct debit","Domiciliación bancaria",,
"Direct debit bank orders sequences","Secuencias de órdenes bancarias de domiciliaciones",,
"Direct debit data type","Tipo de datos de domiciliación bancaria",,
"Discounted transfer under a Dailly agreement","Transferencia descontada bajo acuerdo Dailly",,
"Display additional information","Mostrar información adicional",,
"Display economic reason","Mostrar motivo económico",,
"Display fees imputation","Mostrar imputación de comisiones",,
"Display further information","Mostrar información complementaria",,
"Display payment mode","Mostrar modo de pago",,
"Display receiver address","Mostrar dirección del destinatario",,
"Display receiver country","Mostrar país del destinatario",,
"Display the invoice","Mostrar la factura",,
"Draft","Borrador",,
"Due date","Fecha de vencimiento",,
"Duration (days) of the semi-interval of convidence for the dates","Duración (días) del semintervalo de confianza para las fechas",,
"E - Bank order amount","E - Importe de la orden bancaria",,
"E - Mandatory area","E - Área obligatoria",,
"E1 - Amount","E1 - Importe",,
"E1 - Total amount","E1 - Importe total",,
"E2 - Mandatory area","E2 - Área obligatoria",,
"Each (un)reconciliation with the status 'Under correction' updates immediately the reconciled amount of the relevant line","Cada (des)conciliación con el estado 'En corrección' actualiza inmediatamente el importe conciliado de la línea correspondiente",,
"Economic reason","Motivo económico",,
"Effect Date","Fecha de efecto",,
"Email adress is missing for partner %s","Falta la dirección de correo electrónico del socio %s",,
"Employee","Empleado",,
"Enable bank order file encryption","Activar cifrado de archivos de órdenes bancarias",,
"Ending Balance","Saldo final",,
"Ent. Credit","Crédito de entrada",,
"Ent. Currency","Moneda de entrada",,
"Ent. Debit","Débito de entrada",,
"Entry","Entrada",,
"Entry code","Código de entrada",,
"Equivalent amount in sender bank details' currency","Importe equivalente en la moneda de los datos bancarios del emisor",,
"Error during file decryption.","Error durante el descifrado del archivo.",,
"Error while reading the csv file. Make sure that decimal values use a dot and not a comma.","Error al leer el archivo CSV. Asegúrese de que los valores decimales usen un punto y no una coma.",,
"Error while reading the input XML file.","Error al leer el archivo XML de entrada.",,
"Error: File format unmarshalling process failed.","Error: El proceso de deserialización del formato de archivo ha fallado.",,
"Error: No bank statement found.","Error: No se encontró ningún extracto bancario.",,
"Error: The bank details doesn't exist.","Error: Los datos bancarios no existen.",,
"Exempt","Exento",,
"Expense","Gasto",,
"Export file","Exportar archivo",,
"F - Receiver label","F - Etiqueta del destinatario",,
"F1 - Due date","F1 - Fecha de vencimiento",,
"F1 - Value's date","F1 - Fecha valor",,
"F2-1 - Creation date","F2-1 - Fecha de creación",,
"F3 - Sender bank siren number","F3 - Número SIREN del banco emisor",,
"F3 - Sender company siren number","F3 - Número SIREN de la empresa emisora",,
"F3-4 - SIREN number","F3-4 - Número SIREN",,
"Failed to create a move for the invoice payment.","No se pudo crear un asiento contable para el pago de la factura.",,
"Failed to create bank order from invoice payment","No se pudo crear la orden bancaria desde el pago de la factura",,
"Fees imputation","Imputación de comisiones",,
"Field indicating the confidence index for automatic reconcile. Green dot means 'Equal amount and date in range', orange dot means 'Equal amount and date out of range', red dot means 'Amount and date in range'","Campo que indica el índice de confianza para la conciliación automática. El punto verde significa 'Importe igual y fecha en rango', el punto naranja significa 'Importe igual y fecha fuera de rango', el punto rojo significa 'Importe y fecha en rango'",,
"File","Archivo",,
"File format","Formato de archivo",,
"File generation date","Fecha de generación del archivo",,
"File generation supported","Generación de archivo soportada",,
"File to send","Archivo para enviar",,
"Files","Archivos",,
"Final balance","Saldo final",,
"Final balance btn","Btn de saldo final",,
"Financial Discount","Descuento financiero",,
"Financial Discount in value","Descuento financiero en valor",,
"For the rules of type 'Move line's fetching', the 'Payment account management' record selected is only used to select the right bank account and company on which the rule applies and doesn't take into account the payment mode.","Para las reglas de tipo 'Obtención de línea de asiento', el registro de 'Gestión de cuenta de pago' seleccionado solo se usa para seleccionar la cuenta bancaria y la empresa correctas a las que se aplica la regla y no tiene en cuenta el modo de pago.",,
"From","Desde",,
"From Date","Desde fecha",,
"From accounting entry","Desde asiento contable",,
"Fully reconciled ?","¿Totalmente conciliado?",,
"Functional Origin","Origen funcional",,
"Further information","Información complementaria",,
"G - Deposit reference","G - Referencia de depósito",,
"G - Sender reference","G - Referencia del emisor",,
"G1 - Bank code","G1 - Código bancario",,
"G1 - Bank establisment code","G1 - Código de establecimiento bancario",,
"General","General",,
"Generate Bank order","Generar orden bancaria",,
"Generate bank payment configurations","Generar configuraciones de pagos bancarios",,
"Generated entry customized labels","Etiquetas personalizadas del asiento generado",,
"Generated file","Archivo generado",,
"Get date","Obtener fecha",,
"Global attributes","Atributos globales",,
"Green","Verde",,
"ICS Number","Número ICS",,
"If checked, the bank order form view will use an editor widget, which simplifies data entry but may cause performance issues when the bank order has too many lines.","Si está marcado, la vista del formulario de orden bancaria utilizará un widget de editor, lo que simplifica la entrada de datos pero puede causar problemas de rendimiento cuando la orden bancaria tiene demasiadas líneas.",,
