"key","message","comment","context"
"Sprint","Sprint",,
"Sprint generator","Generador de sprints",,
"Sprints","Sprints",,
"Start","Iniciar",,
"Start date","Fecha de inicio",,
"Start tasks to finish","Iniciar las tareas para terminar",,
"Start tasks to start","Iniciar las tareas para comenzar",,
"Status","Estado",,
"Status to add","Estado a agregar",,
"Status to remove","Estado a eliminar",,
"Stop","Detener",,
"String","Texto",,
"Sub-Projects","Subproyectos",,
"Subject","Asunto",,
"Suprojects","Subproyectos",,
"Synchronize","Sincronizar",,
"Tags","Etiquetas",,
"Take charge","Tomar a cargo",,
"Target version","Versión objetivo",,
"Task","Tarea",,
"Task %s","Tarea %s",,
"Task Calendar","Calendario de tareas",,
"Task Tree","Árbol de tareas",,
"Task by line","Tarea por línea",,
"Task categories","Categorías de tareas",,
"Task configuration","Configuración de tareas",,
"Task date","Fecha de inicio",,
"Task deadline","Fecha límite de tarea",,
"Task duration","Duración de tarea",,
"Task fields","Campos de tarea",,
"Task parent or children has not been configured correctly.","La tarea padre o hija no se ha configurado correctamente.",,
"Task planning","Planificación de tareas",,
"Task progress","Avance de tarea",,
"Task recurrence","Recurrencia de tarea",,
"Task status","Estado de tarea",,
"Task status management","Gestión del estado de tarea",,
"Task statuses","Estados de tarea",,
"Task template","Plantilla de tarea",,
"Task template filters","Filtros de plantilla de tarea",,
"Task template list","Lista de plantillas de tarea",,
"Task templates","Plantillas de tarea",,
"Task tracking","Seguimiento de tareas",,
"Tasks","Tareas",,
"Tasks assigned to others","Tareas asignadas a otros",,
"Tasks associated","Tareas asociadas",,
"Tasks created by me","Tareas creadas por mí",,
"Tasks per sprint","Tareas por sprint",,
"Tasks status update completed:","Actualización de estados de tarea completada:",,
"Tasks to finish before finish","Tareas a finalizar antes de terminar",,
"Tasks to start before start","Tareas a iniciar antes de comenzar",,
"Team","Equipo",,
"Technical type","Tipo técnico",,
"Templates","Plantillas",,
"Testing server date","Fecha de puesta en pruebas",,
"The company %s doesn't have any configured sequence for Project","La empresa %s no tiene ninguna secuencia configurada para proyectos.",,
"The parent task creates a loop in the task tree.","La tarea padre crea un bucle en el árbol de tareas.",,
"The project contains overlapping sprints. Please correct the date ranges.","El proyecto contiene sprints con fechas superpuestas. Por favor corrija los rangos de fechas.",,
"The selectable projects are those for which the 'Manage via project' option is enabled.","Los proyectos seleccionables son aquellos para los que la opción 'Gestionar por proyecto' está activada.",,
"The selected statuses will be removed from the allowed status types for these projects and/or categories and, as a result, will no longer be available for associated tasks. In the case of categories, the statuses will only be removed from the tasks if the 'Manage via categories' option is enabled in the project configuration.","Los estados seleccionados se eliminarán de los tipos de estado permitidos para estos proyectos y/o categorías y, en consecuencia, ya no estarán disponibles para las tareas asociadas. En el caso de las categorías, los estados solo se eliminarán de las tareas si la opción 'Gestionar por categorías' está activada en la configuración del proyecto.",,
"The status of project tasks will be defined by the selection chosen. The priority of the statuses displayed is determined first by the category, then by the project.","Los estados de las tareas del proyecto se definirán según la selección elegida. La prioridad de los estados mostrados se determina primero por la categoría, luego por el proyecto.",,
"The status of project tasks will be defined by the selection chosen. The priority of the statuses displayed is determined first by the category, then by the project. Once a task is linked to the project, the selection can no longer be modified.","Los estados de las tareas del proyecto se definirán según la selección elegida. La prioridad de los estados mostrados se determina primero por la categoría, luego por el proyecto. Una vez que una tarea está vinculada al proyecto, la selección ya no puede modificarse.",,
"There is a potential inconsistency between the progression values configured.","Existe una posible inconsistencia entre los valores de avance configurados.",,
"This configuration allows changing the name of the Project tab in sale order lines by replacing it with the label defined here.","Esta configuración permite cambiar el nombre de la pestaña Proyecto en las líneas de pedido de venta reemplazándolo por la etiqueta definida aquí.",,
"This configuration enables resource management and reservation (a resource being for example equipment, a room, a car, i.e. elements that can be used and reserved during a project). Dedicated menus appear and a Resources tab appears on projects. It is possible to create different types of resources and to reserve them.","Esta configuración activa la gestión y reserva de recursos (un recurso puede ser, por ejemplo, equipo, una sala, un vehículo, es decir, elementos que pueden utilizarse y reservarse durante un proyecto). Aparecen menús dedicados y una pestaña Recursos en los proyectos. Es posible crear diferentes tipos de recursos y reservarlos.",,
"This configuration enables the possibility to have a sequence for projects that automatically increments a project number/code.","Esta configuración activa la posibilidad de tener una secuencia para los proyectos que incrementa automáticamente un número/código de proyecto.",,
"This configuration enables the possibility to have a sequence for tasks that automatically increments a task number.","Esta configuración activa la posibilidad de tener una secuencia para las tareas que incrementa automáticamente un número de tarea.",,
"This feature enables site management for projects, a site representing a physical location whether it is an administrative building, a customer building, a construction site, etc.","Esta función activa la gestión de sitios para proyectos; un sitio representa una ubicación física, ya sea un edificio administrativo, un edificio de cliente, una obra de construcción, etc.",,
"This formula allows you to define the composition of a project name (fullName) through a groovy formula.","Esta fórmula permite definir la composición del nombre de un proyecto (fullName) mediante una fórmula groovy.",,
"This option enables the automatic allocation of progress to project tasks. If enabled, the progress field will be available in task statuses and will change progress when statuses change. The percentage defined by default in statuses will apply to all tasks.","Esta opción activa la asignación automática de avance a las tareas del proyecto. Si está activada, el campo de avance estará disponible en los estados de las tareas y cambiará el avance cuando los estados cambien. El porcentaje definido por defecto en los estados se aplicará a todas las tareas.",,
"This option is used to activate the automatic allocation of progress to project tasks via project task category. If this option is enabled, the progress field will be available in the category view and the category will be updated using this data (or the data entered in the status if this is empty).","Esta opción activa la asignación automática de avance a las tareas del proyecto mediante la categoría de tarea del proyecto. Si está activada, el campo de avance estará disponible en la vista de la categoría y la categoría se actualizará usando estos datos (o los datos ingresados en el estado si este está vacío).",,
"This resource is already booked for this period","Este recurso ya está reservado para este período",,
"This task status is used on project task category for the auto progress process. Do you want to update all unmodified values with this one ?","Este estado de tarea se usa en la categoría de tarea del proyecto para el proceso de avance automático. ¿Desea actualizar todos los valores no modificados con este?",,
"This task status will be used to define which status is flagged as completed for tasks.","Este estado de tarea se usará para definir qué estado está marcado como completado para las tareas.",,
"This will determine the unit used for project-wide reporting. If there are tasks using another unit, conversions will be made using 'Number of hours in a day' value.","Esto determinará la unidad utilizada para los informes globales del proyecto. Si hay tareas que usan otra unidad, se realizarán conversiones utilizando el valor 'Número de horas por día'.",,
"Ticker number","Número de ticket",,
"Ticket","Ticket",,
"Ticket number","Número de ticket",,
"Time Spent","Tiempo empleado",,
"Time Spent?","¿Tiempo empleado?",,
"Time follow up","Seguimiento de tiempos",,
"Time follow-up","Seguimiento de tiempos",,
"Time unit","Unidad de tiempo",,
"Timer","Cronómetro",,
"Timer list","Lista de cronómetros",,
"TimesheetLine.timeSpent","Tiempo empleado",,
"Title","Título",,
"To","A",,
"To Date","Hasta la fecha",,
"To date","Hasta fecha",,
"Today","Hoy",,
"Tools","Herramientas",,
"Topic","Tema",,
"Topic created by","Tema creado por",,
"Topic?","¿Tema?",,
"Topics","Temas",,
"Topics (${name})","Temas (${name})",,
"Total","Total",,
"Total duration (Hours)","Duración total (horas)",,
"Total planned hours","Total de horas planificadas",,
"Tree btn","Botón árbol",,
"Type","Tipo",,
"Type of authorized activities","Tipo de actividades autorizadas",,
"Type of authorized categories","Tipo de categorías autorizadas",,
"Type of authorized priorities","Tipo de prioridades autorizadas",,
"Type of authorized status","Tipo de estados autorizados",,
"Unit conversion","Conversión de unidades",,
"Unit conversions","Conversiones de unidades",,
"Unit price","Precio unitario",,
"Update period according to task","Actualizar período según la tarea",,
"Urgent","Urgente",,
"Usable on project","Utilizable en proyectos",,
"User","Usuario",,
"User Gantt","Gantt de usuario",,
"User Task","Tarea de usuario",,
"User watchers","Usuarios observadores",,
"Users","Usuarios",,
"Validated Timesheet lines","Líneas de registro de horas validadas",,
"Version","Versión",,
"View all tasks","Ver todas las tareas",,
"View configuration","Ver configuración",,
"Waiting Timesheet lines","Líneas de registro de horas en espera",,
"Warning, at least 2 versions with the title %s are used on the project(s) %s.","Atención, al menos 2 versiones con el título %s se utilizan en el(los) proyecto(s) %s.",,
"Watched tasks","Tareas observadas",,
"When this option is active, any active user can be assigned to the tasks of this project. Otherwise, only members of the project can be assigned.","Cuando esta opción está activa, cualquier usuario activo puede ser asignado a las tareas de este proyecto. De lo contrario, solo los miembros del proyecto pueden ser asignados.",,
"Wiki","Wiki",,
"Wiki description","Descripción",,
"Wiki folder","Carpeta wiki",,
"Wikis ${_projectName}","Wikis ${_projectName}",,
"Wikis (${name})","Wikis (${name})",,
"You can create here custom fields that will appear on projects. You can also do this through the Studio.","Puede crear aquí campos personalizados que aparecerán en los proyectos. También puede hacerlo a través del Studio.",,
"You can create here custom fields that will appear on tasks. You can also do this through the Studio.","Puede crear aquí campos personalizados que aparecerán en las tareas. También puede hacerlo a través del Studio.",,
"You can indicate which status projects move to once a project is completed. The status, configurable in the project status menu of the relevant module, must have the Completed? checkbox ticked to be selectable here.","Puede indicar a qué estado pasan los proyectos una vez que un proyecto se completa. El estado, configurable en el menú de estado del proyecto del módulo correspondiente, debe tener marcada la casilla ¿Completado? para poder seleccionarse aquí.",,
"You can indicate which status projects move to once you click the Cancel button. The status, configurable in the project status menu of the relevant module, must have the Completed? checkbox ticked to be selectable here.","Puede indicar a qué estado pasan los proyectos al hacer clic en el botón Cancelar. El estado, configurable en el menú de estado del proyecto del módulo correspondiente, debe tener marcada la casilla ¿Completado? para poder seleccionarse aquí.",,
"You can indicate which status tasks move to once a task is completed. The status, configurable in the task status menu of the relevant module, must have the Completed? checkbox ticked to be selectable here. You can find this configuration on each project to change this status on a case-by-case basis.","Puede indicar a qué estado pasan las tareas una vez que una tarea se completa. El estado, configurable en el menú de estado de tarea del módulo correspondiente, debe tener marcada la casilla ¿Completado? para poder seleccionarse aquí. Puede encontrar esta configuración en cada proyecto para cambiar este estado caso por caso.",,
"You can select here the default priorities that are selectable in tasks. These priorities can then be customized per project.","Puede seleccionar aquí las prioridades predeterminadas que son seleccionables en las tareas. Estas prioridades pueden personalizarse por proyecto.",,
"You can select here the default task statuses. These statuses can then be customized per project.","Puede seleccionar aquí los estados predeterminados de las tareas. Estos estados pueden personalizarse por proyecto.",,
"You have no active team, the planning can't be generated","No tiene un equipo activo, no se puede generar el plan",,
"You have no projects or tasks bound to you, your planning can't be generated.","No tiene proyectos ni tareas asignados, no se puede generar su plan.",,
"You have selected no team for this project","No ha seleccionado ningún equipo para este proyecto",,
"Your current check list will be erased, do you want to continue ?","Su lista de verificación actual será borrada, ¿desea continuar?",,
