"key","message","comment","context"
"Both 'Generate invoice from sale order' and 'Generate invoice from stock move' are selected. It is recommended to select only one option at a time to avoid double invoicing.","Se han seleccionado 'Generar factura desde pedido de venta' y 'Generar factura desde movimiento de stock'. Se recomienda seleccionar solo una opción a la vez para evitar la doble facturación.",,
"Building quantity","Cantidad en fabricación",,
"Buyers","Compradores",,
"Calculation End Date","Fecha de fin del cálculo",,
"Calculation Start Date","Fecha de inicio del cálculo",,
"Calculation ended","Cálculo finalizado",,
"Calculation in progress","Cálculo en curso",,
"Calculation started","Cálculo iniciado",,
"Call for tenders","Licitación",,
"Can only be cancelled from drafted or confirmed forecast.","Solo se puede cancelar desde una previsión en borrador o confirmada.",,
"Can only be collected if validated.","Solo se puede recoger si está validado.",,
"Can only be confirmed from drafted forecast.","Solo se puede confirmar desde una previsión en borrador.",,
"Can only go back to confirmed if completed.","Solo se puede volver al estado confirmado desde un pedido completado.",,
"Can only return to validated from finished purchase order.","Solo se puede volver al estado validado desde un pedido de compra finalizado.",,
"Can't cancel a stock move that is partially or totally invoiced.","No se puede cancelar un movimiento de stock parcial o totalmente facturado.",,
"Can't remove delivered detail line %s.","No se puede eliminar la línea de detalle entregada %s.",,
"Cancel","Cancelar",,
"Cancel reason on changing purchase order","Motivo de cancelación al modificar el pedido de compra",,
"Cancel reason on changing sale order","Motivo de cancelación al modificar el pedido de venta",,
"Cancel stock allocation ?","¿Cancelar la asignación de stock?",,
"Cancelled","Cancelado",,
"Carriage paid threshold","Umbral de porte pagado",,
"Carriage paid threshold is exceeded, all shipment cost lines are removed","Se ha superado el umbral de porte pagado, se eliminan todas las líneas de coste de envío",,
"Carrier","Transportista",,
"Cart","Carrito",,
"Cart lines","Líneas de carrito",,
"Carts","Carritos",,
"Change allocated qty","Cambiar cantidad asignada",,
"Change requested reserved qty","Cambiar cantidad solicitada en reserva",,
"Change reserved qty","Cambiar cantidad reservada",,
"Changing the delivery partner updates the order's delivery address. Would you like to update all lines with this new address?","El cambio del destinatario de entrega actualiza la dirección de entrega del pedido. ¿Desea actualizar todas las líneas con esta nueva dirección?",,
"Check stock compliance with stock rules","Verificar el cumplimiento del stock con las reglas de stock",,
"Check stocks in a sale order","Verificar stocks en un pedido de venta",,
"Children packaging","Embalajes hijos",,
"Code","Código",,
"Collected","Recogido",,
"Comment","Comentario",,
"Comments","Comentarios",,
"Company","Empresa",,
"Company for which the configurations are set.","Empresa para la que se configuran los ajustes.",,
"Complete sale order when all has been invoiced","Completar el pedido de venta cuando todo haya sido facturado",,
"Compute sub stock locations","Calcular sububicaciones de stock",,
"Configuration","Configuración",,
"Confirm","Confirmar",,
"Confirm Purchase order generation","Confirmar la generación del pedido de compra",,
"Confirmation","Confirmación",,
"Confirmation date","Fecha de confirmación",,
"Confirmed","Confirmado",,
"Consider only late sales","Considerar solo ventas con retraso",,
"Consolidate the proposals per supplier","Consolidar propuestas por proveedor",,
"Consume manuf order quantity","Cantidad en consumo de orden de fabricación",,
"Contact","Contacto",,
"Contact partner","Contacto",,
"Contract/Subscription","Contrato/Suscripción",,
"Could not find MRP with sequence %s.","No se encontró el MRP con la secuencia %s.",,
"Could not find eligible email template for stock rules: %s","No se encontró una plantilla de correo elegible para las reglas de stock: %s",,
"Could not find recipients for message generated from stock rules: %s","No se encontraron destinatarios para el mensaje generado a partir de las reglas de stock: %s",,
"Could not process MRP %s since its computation is already ongoing.","No se puede procesar el MRP %s ya que su cálculo ya está en curso.",,
"Country","País",,
"Cpte Ana. AXIS1","Cta. Ana. EJE1",,
"Cpte Ana. AXIS2","Cta. Ana. EJE2",,
"Cpte Ana. AXIS3","Cta. Ana. EJE3",,
"Cpte Ana. AXIS4","Cta. Ana. EJE4",,
"Cpte Ana. AXIS5","Cta. Ana. EJE5",,
"Create interco invoice as validated","Crear factura interco como validada",,
"Create interco purchase quotation as requested","Crear cotización de compra interco como solicitada",,
"Create interco sale quotation as finalized","Crear cotización de venta interco como finalizada",,
"Create purchase counterpart on this status","Crear pedido de compra interco en este estado",,
"Create sale counterpart on this status","Crear pedido de venta interco en este estado",,
"Created by","Creado por",,
"Created by interco","Creado por interco",,
"Created from SOP","Creado desde el PIC",,
"Created manually","Creado manualmente",,
"Created on","Creado el",,
"Cumulative qty","Cantidad acumulada",,
"Current date","Fecha actual",,
"Current date + days","Fecha actual + días",,
"Cust. Invoices","Facturas cliente",,
"Customer","Cliente",,
"Customer Stock Move to invoice","Albarán de entrega a facturar",,
"Customer deliveries filters","Filtros de entregas a clientes",,
"Customer deliveries management","Gestión de albaranes de entrega",,
"Customer delivery","Entrega al cliente",,
"Customer shipping carriage paid configuration","Configuración de porte pagado al cliente",,
"Customs code nomenclature is missing on product %s.","Falta el código de nomenclatura aduanera en el producto %s.",,
"Cut off generation","Generación de corte contable",,
"DECLARATION OF EXCHANGES OF GOODS BETWEEN MEMBER STATES OF THE EUROPEAN COMMUNITY","DECLARACIÓN DE INTERCAMBIOS DE BIENES ENTRE LOS ESTADOS MIEMBROS DE LA COMUNIDAD EUROPEA",,
"Dashlet.Moves","Movimientos",,
"Date","Fecha",,
"Date of shipment","Fecha de envío",,
"Date to match delivery delay","Fecha para cumplir los plazos de entrega",,
"Date to respect delays","Fecha para respetar los plazos",,
"Day (end of month)","Día (fin de mes)",,
"Declaration of exchange filters","Filtros de declaración de intercambio",,
"Declaration of exchanges","Declaración de intercambios",,
"Declaration of exchanges of goods","Declaración de intercambios de bienes",,
"Declaration of exchanges of goods template","Plantilla de declaración de intercambios de bienes",,
"Declaration of exchanges of services template","Plantilla de declaración de intercambios de servicios",,
"Declarations of exchanges","Declaraciones de intercambios",,
"Default estimated date in stock move from purchase order","Fecha estimada por defecto en el movimiento de stock desde el pedido de compra",,
"Default estimated date in stock move from sale order","Fecha estimada por defecto en el movimiento de stock desde el pedido de venta",,
"Default stock location","Ubicación de stock por defecto",,
"Delay","Plazo",,
"Delay pricing","Tarifa de plazo",,
"Delayed invoicing","Facturación diferida",,
"Delivered","Entregado",,
"Delivered to","Entregado a",,
"Deliveries Cancelled","Entregas canceladas",,
"Deliveries History","Historial de entregas",,
"Deliveries to prepare","Entregas a preparar",,
"Delivery State","Estado de entrega",,
"Delivery blocking","Bloqueo de entrega",,
"Delivery blocking done by","Bloqueo realizado por",,
"Delivery conditions","Condiciones de entrega",,
"Delivery line","Línea de albarán de entrega",,
"Delivery notes","Albaranes de entrega",,
"Delivery or receipt state","Estado de entrega o recepción",,
"Delivery partner","Destinatario de entrega",,
"Delivery state","Estado de entrega",,
"Description","Descripción",,
"Direct order","Contrapeido directo",,
"Direct order default stock location","Ubicación de stock por defecto para pedido directo",,
"Direct order stock location","Ubicación de stock para pedido directo",,
"Display product without proposal","Mostrar productos sin propuesta",,
"Don't take in consideration for the stock computation","No tener en cuenta en el cálculo del stock",,
"Don't take in consideration on MRP","No tener en cuenta en el MRP",,
"Draft","Borrador",,
"Edited by user","Modificado por el usuario",,
"Element","Elemento",,
"End date","Fecha de fin",,
"Entry of stock","Entrada de stock",,
"Error during the computation of MRP %s","Error durante el cálculo del MRP %s",,
"Error generating subscription invoice(s): '%s'","Error al generar las facturas de suscripción: '%s'",,
"Error that happened during the computation","Error ocurrido durante el cálculo",,
"Estimate packaging","Calcular embalaje estimado",,
"Estimated delivery date","Fecha de entrega estimada",,
"Estimated packagings","Embalajes estimados",,
"Estimated shipping date","Fecha de envío estimada",,
"European declaration of services","Declaración europea de servicios",,
"Exclude from MRP","Excluir del MRP",,
"Exclude late sales","Excluir ventas con retraso",,
"Expected realisation date","Fecha de realización prevista",,
"Expected/Future Quantity","Cantidad prevista/futura",,
"Expedition","Expedición",,
"Export directory is not configured.","El directorio de exportación no está configurado.",,
"Fetch limit","Límite de recuperación",,
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","Límite de recuperación para este proceso en masa. 0 no se tendrá en cuenta. En este caso se utilizará el valor configurado en la aplicación Base.",,
"Field fieldSelect is null for %s","El campo fieldSelect es nulo para %s",,
"Field of application","Campo de aplicación",,
"Field to select","Campo a seleccionar",,
"Fill real quantities","Rellenar cantidades reales",,
"Filters","Filtros",,
"Fiscal year","Ejercicio fiscal",,
"FixedAsset.Location","Ubicación",,
"Forecast date","Fecha de previsión",,
"Forecasted customer invoices","Facturas a emitir (FAE)",,
"Forecasted invoice customer account","Cuenta cliente para facturas a emitir",,
"Forecasted invoice supplier account","Cuenta proveedor para facturas pendientes",,
"Forecasted supplier invoices","Facturas pendientes de recibir (FNP)",,
"Forecasts","Previsiones",,
"Format","Formato",,
"Forwarder","Transitario",,
"Freight Carrier","Transportista de mercancías",,
"Freight Carrier Delay","Plazo del transportista de mercancías",,
"Freight Carrier Pricing","Tarifa del transportista de mercancías",,
"Freight carrier delay","Plazo del transportista",,
"Freight carrier mode","Modo del transportista",,
"Freight carrier pricing","Tarifa del transportista",,
"From Date","Desde la fecha",,
"From stock location","Desde la ubicación de stock",,
"Full name","Nombre completo",,
"Future quantity","Cantidad futura",,
"Generate Invoice","Generar factura",,
"Generate all possible proposals","Generar todas las propuestas posibles",,
"Generate call for tender for all possible lines","Generar licitación para todas las líneas posibles",,
"Generate call for tender for selected lines","Generar licitación para las líneas seleccionadas",,
"Generate call for tenders","Generar licitación",,
"Generate customer deliveries automatically","Generar albaranes de entrega automáticamente",,
"Generate inc. moves for products","Generar recepciones para artículos",,
"Generate inc. moves for services","Generar recepciones para servicios",,
"Generate invoice from purchase order","Generar factura desde pedido de compra",,
"Generate invoice from sale order","Generar factura desde pedido de venta",,
"Generate invoice from stock move","Generar factura desde movimiento de stock",,
"Generate invoices","Generar facturas",,
"Generate one invoice per incoming stockMove","Generar una factura por recepción",,
"Generate one invoice per outgoing stockMove","Generar una factura por albarán de entrega",,
"Generate out. moves for products","Generar albaranes para artículos",,
"Generate out. moves for services","Generar albaranes para servicios",,
"Generate proposal","Generar propuesta",,
"Generate proposals","Generar propuestas",,
"Generate proposals for selected lines","Generar propuestas para las líneas seleccionadas",,
"Generate purchase orders automatically","Generar pedidos de compra automáticamente",,
"Generate single invoice","Generar una única factura",,
"Generate supplier arrivals automatically","Generar recepciones automáticamente",,
"Generate supply chain configurations","Generar configuraciones de cadena de suministro",,
"Generate the invoice","Generar la factura",,
"Generated sale order","Pedido de venta generado",,
"Gross mass","Masa bruta",,
"Growth coefficient","Coeficiente de crecimiento",,
"Has carriage paid possibility","Posibilidad de porte pagado",,
"Hazard number","Número de peligro",,
"Hide Unit Amounts","Ocultar importes unitarios",,
"I","I",,
"II","II",,
"III","III",,
"Ideal Qty","Cantidad ideal",,
"If checked, after the allocation of a stock move, the remaining quantity will be allocated on other stock moves.","Si está marcado, después de la asignación de un movimiento de stock, la cantidad restante se asignará a otros movimientos de stock.",,
"If checked, the requested quantity will be equal to the quantity in the order lines.","Si está marcado, la cantidad solicitada será igual a la cantidad en las líneas del pedido.",,
"If this configuration is enabled, it is not possible to deallocate quantities on a delivery note that is in availability request.","Si esta configuración está activada, no es posible desasignar cantidades en un albarán de entrega que esté en solicitud de disponibilidad.",,
"If this configuration is enabled, when an availability request is made from a delivery note, a product stock check will be performed, and a warning message will appear if the stock quantities are insufficient.","Si esta configuración está activada, cuando se realice una solicitud de disponibilidad desde un albarán de entrega, se verificará el stock de los productos y aparecerá un mensaje de advertencia si las cantidades en stock son insuficientes.",,
"If you have enabled the stock configuration Separate shipment operations, it is then possible to request automatic allocation during an availability request. If so, a warning message will be displayed asking if you want to allocate the goods. If you refuse, only a reservation request will be made. This configuration is incompatible with the Auto request reserved qty option.","Si ha activado la configuración de stock Separar operaciones de envío, es posible solicitar la asignación automática durante una solicitud de disponibilidad. En ese caso, se mostrará un mensaje de advertencia preguntando si desea asignar la mercancía. Si rechaza, solo se realizará una solicitud de reserva. Esta configuración es incompatible con la opción Solicitar automáticamente la cantidad reservada.",,
"Ignore end date","Ignorar fecha de fin",,
"Include element without date","Incluir elementos sin fecha",,
"Include elements with a date later than MRP end date.","Incluir elementos con una fecha posterior a la fecha de fin del MRP.",,
"Include in DEB","Incluir en la DEB",,
"Include late sales","Incluir ventas con retraso",,
"Include sales with a planned delivery date in the past but which have not yet been delivered.","Incluir ventas con fecha de entrega planificada en el pasado pero que aún no han sido entregadas.",,
"Incorrect product in the stock move %s","Producto incorrecto en el movimiento de stock %s",,
"Incoterm","Incoterm",,
"Incoterm must be filled","El incoterm debe estar completado",,
"Indicators","Indicadores",,
"Information","Información",,
"Insurance date credit","Fecha de seguro de crédito",,
"Interco","Interco",,
"Interco from invoice","Interco desde factura",,
"Interco from purchase","Interco desde pedido de compra",,
"Interco from sale","Interco desde pedido de venta",,
"Introduction","Introducción",,
"Invoice","Factura",,
"Invoice %s type is not filled.","El tipo de factura %s no está completado.",,
"Invoice all","Facturar todo",,
"Invoice an advance payment","Facturar un pago anticipado",,
"Invoice blocking","Bloqueo de facturación",,
"Invoice blocking reason","Motivo de bloqueo de facturación",,
"Invoice blocking reasons","Motivos de bloqueo de facturación",,
"Invoice controlled","Factura controlada",,
"Invoice created","Factura creada",,
"Invoice generated","Factura generada",,
"Invoice on timetable","Facturar según calendario",,
"Invoice orders","Facturar pedidos",,
"Invoice orders batch type","Tipo de proceso de facturación de pedidos",,
"Invoice orders configuration","Configuración de facturación de pedidos",,
"Invoice outgoing stock moves","Facturar albaranes de entrega",,
"Invoice partially stock move","Facturar parcialmente movimiento de stock",,
"Invoice selected lines","Facturar líneas seleccionadas",,
"Invoice timetable has been updated because a part of the order has already been invoiced. Amount to be spread over the timetable : %s","El calendario de facturación ha sido actualizado porque una parte del pedido ya ha sido facturada. Importe a distribuir en el calendario: %s",,
"Invoiced","Facturado",,
"Invoiced Qty","Cantidad facturada",,
"Invoiced partner","Destinatario de factura",,
"Invoiced periods","Períodos facturados",,
"Invoiced to","Facturado a",,
"Invoices","Facturas",,
"Invoicing","Facturación",,
"Invoicing Blocking","Bloqueo de facturación",,
"Invoicing State","Estado de facturación",,
"Invoicing batch","Proceso de facturación",,
"Invoicing blocked customer deliveries","Entregas a clientes bloqueadas para facturación",,
"Invoicing of this stock move is blocked.","La facturación de este movimiento de stock está bloqueada.",,
"Invoicing status","Estado de facturación",,
"Is ISPM 15 required","Se requiere NIMP 15",,
"Is amount in %","El importe está en %",,
"Is certificate of conformity required","Se requiere certificado de conformidad",,
"Is merged stock move line","Línea de movimiento de stock fusionada",,
"It is not allowed to invoice a greater quantity %s than the delivered quantity %s. Please check the invoice line with this product %s.","No está permitido facturar una cantidad %s mayor que la cantidad entregada %s. Por favor, verifique la línea de factura con el producto %s.",,
"It is not possible to delete a stock move line with allocated or reserved quantity.","No es posible eliminar una línea de movimiento de stock con cantidad asignada o reservada.",,
"Label","Etiqueta",,
"Label number","Número de etiqueta",,
"Late Deliveries","Entregas con retraso",,
"Late sales","Ventas con retraso",,
"Left empty","Dejar vacío",,
"Limit of stock location line to add to the cart.","Límite de líneas de ubicación de stock a añadir al carrito.",,
"Limited qty","Cantidad limitada",,
"Line numberFiscal valueTaker","Número de líneaValor fiscalDeclarante",,
"Line numberNomenclatureSource or destination countryFiscal valueRegimeNet massSupplementary unitNature of transactionMode of transportDepartmentCountry of originAcquirerProduct codeProduct namePartnerInvoice","Número de líneaNomenclaturaCountry de origen o destinoValor fiscalRégimenMasa netaUnidad suplementariaNaturaleza de la transacciónModo de transporteDepartamentoPaís de origenAdquirenteCódigo de productoNombre de productoSocioFactura",,
"Lines to invoice","Líneas a facturar",,
"Logistical form","Ficha logística",,
"Logistical form or parent packaging must be provided.","Se debe proporcionar una ficha logística o un embalaje padre.",,
"Logistical form successfully updated.","La ficha logística ha sido actualizada con éxito.",,
"LogisticalForm.customerCode","Código cliente:",,
"LogisticalForm.customerName","Nombre del cliente:",,
"LogisticalForm.date","Fecha:",,
"LogisticalForm.item","Artículo",,
"LogisticalForm.itemDescription","Descripción del artículo",,
"LogisticalForm.numberOfParcels: {0} - LogisticalForm.numberOfPallets: {1} - LogisticalForm.totalGrossMass ({2}): {3} - LogisticalForm.totalNetMass ({4}): {5}","Número de bultos: {0} - Número de pallets: {1} - Masa bruta total ({2}): {3} - Masa neta total ({4}): {5}",,
"LogisticalForm.packagingNumber","Número de embalaje:",,
"LogisticalForm.packingList","Lista de embalaje",,
"LogisticalForm.shippingComments","Comentarios de envío",,
"MPS","MPS",,
"MRP","MRP",,
"MRP Type","Tipo de MRP",,
"MRP Types","Tipos de MRP",,
"MRP families","Familias MRP",,
"MRP family","Familia MRP",,
"MRP forecast","Previsión de ventas",,
"MRP forecasts","Previsiones de ventas",,
"MRP move types","Tipos de movimiento MRP",,
"MRP number","Nº MRP",,
"MRP n°%s is now finished","El MRP nº%s ha finalizado",,
"MRP sequence is missing.","Falta la secuencia del MRP.",,
"MRP to compute","MRP a calcular",,
"Manage advance payments from payment conditions","Gestionar pagos anticipados desde las condiciones de pago",,
"Manage stock reservation","Gestionar la reserva de stock",,
"Mass Cust. Stock Move Invoicing","Facturación masiva de albaranes de entrega",,
"Mass Suppl. Stock Move Invoicing","Facturación masiva de recepciones",,
"Mass sale order line invoicing","Facturación masiva de líneas de pedido de venta",,
"Maturity","Vencimiento",,
"Maximum level","Nivel máximo",,
"Min qty","Cantidad mínima",,
"Missing","Faltante",,
"Missing manuf order quantity","Cantidad faltante en órdenes de fabricación",,
"Month","Mes",,
"More than one freight carrier pricing line selected, please select only one line.","Se ha seleccionado más de una línea de tarifa de transportista, por favor seleccione solo una línea.",,
"Move","Movimiento",,
"Mrp","MRP",,
"Mrp calculation is already on going.","El cálculo del MRP ya está en curso.",,
"Mrp line","Línea de MRP",,
"MrpList.code","Código",,
"MrpList.createdOn","Creado el",,
"MrpList.cumulativeQty","Cantidad acumulada",,
"MrpList.endDate","Fecha de fin",,
"MrpList.forecastDate","Fecha de previsión",,
"MrpList.forecastsTitle","Previsiones",,
"MrpList.maturityDate","Vencimiento",,
"MrpList.maxLevel","Nivel máximo",,
"MrpList.minQty","Cantidad mínima",,
"MrpList.name","Nombre",,
"MrpList.parentProductCategory","Categoría padre de producto",,
"MrpList.partner","Empresa",,
"MrpList.price","Precio",,
"MrpList.product","Producto",,
"MrpList.productCategoriesTitle","Categorías de producto",,
"MrpList.productCategory","Categoría de producto",,
"MrpList.productFamiliesTitle","Familias de producto",,
"MrpList.productFamily","Familia contable",,
"MrpList.productType","Tipo de producto",,
"MrpList.productsTitle","Productos",,
"MrpList.qty","Cantidad",,
"MrpList.relatedTo","Relacionado con",,
"MrpList.saleOrdersTitle","Pedidos de venta",,
"MrpList.salePrice","Precio de venta Sin impuestos",,
"MrpList.stockLocation","Ubicación de stock",,
"MrpList.title","Planificación de necesidades de materiales",,
"MrpList.totalATI","Total Con impuestos",,
"MrpList.totalWT","Total Sin impuestos",,
"MrpList.type","Tipo",,
"MrpList.unit","Unidad",,
"MrpWeeks.createdOn","Creado el",,
"MrpWeeks.endDate","Fecha de fin",,
"MrpWeeks.maxLevel","Nivel máximo",,
"MrpWeeks.product","Producto",,
"MrpWeeks.stockLocation","Ubicación de stock",,
"MrpWeeks.title","Planificación de necesidades de materiales",,
"MrpWeeks.unit","Unidad",,
"MrpWeeks.week","Semana",,
"Name","Nombre",,
"Net mass","Masa neta",,
"No call for tender can be generated from these lines.","No se puede generar ninguna licitación a partir de estas líneas.",,
"No default supplier is defined for the product %s","No hay ningún proveedor por defecto definido para el producto %s",,
"No delivery stock move to generate for this purchase order","No hay movimiento de stock de entrega que generar para este pedido de compra",,
"No delivery stock move to generate for this sale order","No hay movimiento de stock de entrega que generar para este pedido de venta",,
"No invoice was generated","No se generó ninguna factura",,
"No items have been selected.","No se ha seleccionado ningún elemento.",,
"No proposal can be generated from these lines.","No se puede generar ninguna propuesta a partir de estas líneas.",,
"No stock location valid. Please uncheck the chosen stock location 'is not in MRP'.","No hay ubicación de stock válida. Por favor, desmarque el campo 'No tener en cuenta en el MRP' de la ubicación de stock seleccionada.",,
"Non-deductible tax not authorized for sale orders. Please remove the non-deductible tax on product.","Los impuestos no deducibles no están autorizados en los pedidos de venta. Por favor, elimine el impuesto no deducible del producto.",,
"Not delivered","No entregado",,
"Not enough quantity are available for reservation for product %s (%s)","No hay suficiente cantidad disponible para reserva del producto %s (%s)",,
"Not invoiced","No facturado",,
"Note","Nota",,
"Number of Product per Accounting Family","Número de productos por familia contable",,
"Number of Product per Category","Número de productos por categoría",,
"Number of days","Número de días",,
"OK","Aceptar",,
"Offset in months","Desplazamiento en meses",,
"Once this configuration is enabled, on delivery notes, real quantities are automatically filled based on planned quantities. If the configuration is disabled, real quantities must be filled manually upon shipment.","Una vez activada esta configuración, en los albaranes de entrega, las cantidades reales se rellenan automáticamente en base a las cantidades planificadas. Si la configuración está desactivada, las cantidades reales deben rellenarse manualmente al momento del envío.",,
"Once this configuration is enabled, on receipt notes, real quantities are automatically filled based on planned quantities. If the configuration is disabled, real quantities must be filled manually upon receipt.","Una vez activada esta configuración, en los albaranes de recepción, las cantidades reales se rellenan automáticamente en base a las cantidades planificadas. Si la configuración está desactivada, las cantidades reales deben rellenarse manualmente al momento de la recepción.",,
